1698140962.119813,1a32000023b1dda011210000bd6b441a
1698140962.171425,1a33000023bb50f025903907dbc1b50fca1ad701efd570
1698140962.173425,1a33000023bbaeb025903907dbc2b40000db177a8c3971
1698140962.215825,1a33000023c3722e13a10000bd8053a7003ff00024a81b
1698140962.216885,1a33000023c3a3de13a10000bd9d3000003fffffec766a
1698140962.297468,1a33000023d2653d24903907dbc1c50fca1ad77f538d33
1698140962.299468,1a33000023d2c2fd23903907dbc2c4000097a940931c17
1698140962.315836,1a33000023d5c23d17a10000bd200464b7d8c52007f9a3
1698140962.406309,1a32000023e653280d210000bd6b441a
1698140962.423232,1a33000023e96c6b1c903907dbc1d50fca1ad7fdf95680
1698140962.425232,1a33000023e9ca2b1c903907dbc2d400004eb182743e62
1698140962.520033,1a33000023fb25f611a10000bd8053a7003ff80054c41b
1698140962.521172,1a33000023fb5b5b11a10000bd9d3000003fffffec766a
1698140962.549129,1a330000240079d41b903907dbc1e50fca1ad87bad8f5c
1698140962.551129,1a3300002400d7941b903907dbc2e40000085b09f4bd86
1698140962.675314,1a330000241794be23903907dbc1f50fca1ad8f90754ef
1698140962.677314,1a3300002417f27e23903907dbc2f40000c7b69f8c4654
1698140962.709098,1a320000241dc45e142900080042ad70
1698140962.710012,1a320000241def3514210000bd6b441a
1698140962.801325,1a330000242ea7801b903907dbc1050fca1ad97721629b
1698140962.803325,1a330000242f05401b903907dbc204000083a145d077f8
1698140962.815333,1a3300002431382016a10000bd8053a7003ff00024a81b
1698140962.816469,1a33000024316d6016a10000bd9d3000003fffffec766a
1698140962.92858,1a3300002445f49e1e903907dbc1150fca1ad9f78ba533
1698140962.930581,1a3300002446525e1e903907dbc2140000582ad0db9037
1698140963.014063,1a33000024559b9d07903911dbc1450fca1ada4cdac9d8
1698140963.016577,1a320000245611771a210000bd6b441a
1698140963.053153,1a330000245cc3f61e903907dbc1250fca1ada73973af4
1698140963.055153,1a330000245d21b61e903907dbc2240000f7a59e925b48
1698140963.117428,1a330000246888da16a10000bd8053a7003fe800b41c1b
1698140963.118499,1a3300002468bb0d15a10000bd9d2000002007fff814e2
1698140963.179042,1a3300002473d1001e903907dbc1350fca1adaf13de147
1698140963.181042,1a33000024742ec21e903907dbc2340000b126b07308a1
1698140963.305067,1a330000248ae46a20903907dbc1450fca1adb6f8af094
1698140963.307067,1a330000248b422a1f903907dbc24400006d5842da0080
1698140963.31875,1a320000248d65cd0c210000bd6b441a
1698140963.43101,1a33000024a1f3fc14903907dbc1550fca1adbed202b27
1698140963.43301,1a33000024a251bc14903907dbc254000027eaa9497873
1698140963.557085,1a33000024b909ca1f903907dbc1650fca1adc6b049efb
1698140963.559085,1a33000024b9678a1e903907dbc2640000e51e6f5c080d
1698140963.616707,1a32000024c3f48f14210000bd6b441a
1698140963.683215,1a33000024d0221e25903907dbc1750fca1adce9ae4548
1698140963.685215,1a33000024d07fde25903907dbc2740000a36389b6eb17
1698140963.717215,1a33000024d65bdd0ea10000bd8053a7003fe000c4701b
1698140963.718305,1a33000024d68ef50da10000bd9d2000003fffff41b702
1698140963.809247,1a33000024e735de28903907dbc1850fca1add6788733c
1698140963.811247,1a33000024e7939e28903907dbc28400005fb890c0eba3
1698140963.920147,1a32000024fb844b0f210000bd6b441a
1698140963.935151,1a33000024fe439b29903907dbc1950fca1adde522a88f
1698140963.937151,1a33000024fea15b29903907dbc294000019859253fc8d
1698140964.016089,1a330000250d159218a10000bd8053a7007fe0004e8849
1698140964.016977,1a330000250d3f3117a10000bd9d2000002004001006e2
1698140964.061011,1a33000025154f472a903907dbc1a50fca1ade633e2b53
1698140964.063011,1a3300002515ad0729903907dbc2a40000d273d43ee77a
1698140964.187114,1a330000252c666528903907dbc1b50fca1adee194f0e0
1698140964.189114,1a330000252cc42527903907dbc2b4000090354ba29580
1698140964.216449,1a3200002531c579132900080042ad70
1698140964.313122,1a330000254379032c903907dbc1c50fca1adf5f222083
1698140964.315122,1a3300002543d6c32b903907dbc2c400004c10d1f7858f
1698140964.328231,1a32000025463d4016210000bd6b441a
1698140964.329153,1a3300002546687916a10000bd8053a5007fd800e66ddc
1698140964.330163,1a330000254697cf16a10000bd9d2000003fffff41b702
1698140964.439101,1a330000255a8a442f903907dbc1d50fca1adfdd88fb30
1698140964.441101,1a330000255ae8042f903907dbc2d40000075977ac68b1
1698140964.564978,1a330000257196be26903907dbc1e50fca1ae05b02bee5
1698140964.566978,1a3300002571f47e26903907dbc2e40000c09dd55f7b65
1698140964.605331,1a3300002578fa4b0ca10000bd8053a5007fd800e66ddc
1698140964.606408,1a33000025792cc70ba10000bd9d2000003fffff41b702
1698140964.691183,1a3300002588b29724903907dbc1f50fca1ae0d9a86556
1698140964.693183,1a3300002589105724903907dbc2f40000805e9413bb80
1698140964.715578,1a320000258d2a1c09210000bd6b441a
1698140964.819504,1a33000025a031ad20903907dbc1050fca1ae1598e0763
1698140964.821504,1a33000025a08f6d20903907dbc204000069fcc2a22cd2
1698140964.917495,1a33000025b223000fa10000bd8053a5007fd0009601dc
1698140964.918407,1a33000025b24dc00fa10000bd9d1000002007fff1a353
1698140964.942999,1a33000025b6ce7f1e903907dbc1150fca1ae1d5248891
1698140964.944999,1a33000025b72c3f1e903907dbc2140000f4262c60ad2d
1698140965.018251,1a32000025c495ee202900080042ad70
1698140965.019356,1a32000025c4c9b920210000bd6b441a
1698140965.069164,1a33000025cde87824903907dbc1250fca1ae253380b4d
1698140965.071164,1a33000025ce463724903907dbc2240000b31c83894338
1698140965.19485,1a33000025e4ebfd21903907dbc1350fca1ae2d192d0fe
1698140965.19685,1a33000025e549bd21903907dbc23400006899e12c911b
